  0.2676E-03;   0.3568E-03;   0.3568E-03;   0.3567E-03;   0.3565E-03;   0.3561E-03;   0.3553E-03;   0.3541E-03;   0.3523E-03;   0.3497E-03;   0.3461E-03;   0.3412E-03;   0.3345E-03;   0.3258E-03;   0.3141E-03;   0.2987E-03;   0.2777E-03;   0.2482E-03;   0.2041E-03;   0.1628E-03;   0.1434E-03;   0.1692E-03;   0.2179E-03;   0.2702E-03;   0.3074E-03;   0.3359E-03;   0.3587E-03;   0.3774E-03;   0.3931E-03;   0.4062E-03;   0.4174E-03;   0.4269E-03;   0.4349E-03;   0.4417E-03;   0.4474E-03;   0.4520E-03;   0.4558E-03;   0.4588E-03;   0.4609E-03;   0.4623E-03;   0.3473E-03
  0.3568E-03;   0.4461E-03;   0.4461E-03;   0.4461E-03;   0.4459E-03;   0.4455E-03;   0.4447E-03;   0.4434E-03;   0.4414E-03;   0.4384E-03;   0.4343E-03;   0.4285E-03;   0.4209E-03;   0.4107E-03;   0.3975E-03;   0.3802E-03;   0.3577E-03;   0.3287E-03;   0.2922E-03;   0.2526E-03;   0.2416E-03;   0.2610E-03;   0.3102E-03;   0.3565E-03;   0.3952E-03;   0.4270E-03;   0.4535E-03;   0.4757E-03;   0.4944E-03;   0.5103E-03;   0.5239E-03;   0.5354E-03;   0.5452E-03;   0.5535E-03;   0.5605E-03;   0.5662E-03;   0.5708E-03;   0.5744E-03;   0.5771E-03;   0.5788E-03;   0.4637E-03
  0.3568E-03;   0.4461E-03;   0.4462E-03;   0.4463E-03;   0.4464E-03;   0.4463E-03;   0.4458E-03;   0.4449E-03;   0.4434E-03;   0.4409E-03;   0.4375E-03;   0.4326E-03;   0.4260E-03;   0.4174E-03;   0.4063E-03;   0.3923E-03;   0.3750E-03;   0.3545E-03;   0.3324E-03;   0.3137E-03;   0.3096E-03;   0.3229E-03;   0.3511E-03;   0.3828E-03;   0.4129E-03;   0.4396E-03;   0.4629E-03;   0.4830E-03;   0.5003E-03;   0.5152E-03;   0.5280E-03;   0.5389E-03;   0.5483E-03;   0.5562E-03;   0.5629E-03;   0.5684E-03;   0.5729E-03;   0.5763E-03;   0.5789E-03;   0.5806E-03;   0.4651E-03
  0.3567E-03;   0.4461E-03;   0.4463E-03;   0.4467E-03;   0.4471E-03;   0.4473E-03;   0.4474E-03;   0.4470E-03;   0.4461E-03;   0.4445E-03;   0.4420E-03;   0.4383E-03;   0.4333E-03;   0.4266E-03;   0.4180E-03;   0.4076E-03;   0.3953E-03;   0.3819E-03;   0.3692E-03;   0.3604E-03;   0.3600E-03;   0.3699E-03;   0.3884E-03;   0.4108E-03;   0.4339E-03;   0.4556E-03;   0.4754E-03;   0.4931E-03;   0.5086E-03;   0.5222E-03;   0.5339E-03;   0.5441E-03;   0.5528E-03;   0.5603E-03;   0.5665E-03;   0.5717E-03;   0.5759E-03;   0.5792E-03;   0.5816E-03;   0.5832E-03;   0.4672E-03
  0.3565E-03;   0.4459E-03;   0.4464E-03;   0.4471E-03;   0.4478E-03;   0.4486E-03;   0.4493E-03;   0.4497E-03;   0.4496E-03;   0.4491E-03;   0.4477E-03;   0.4454E-03;   0.4421E-03;   0.4375E-03;   0.4317E-03;   0.4247E-03;   0.4168E-03;   0.4088E-03;   0.4020E-03;   0.3985E-03;   0.4003E-03;   0.4083E-03;   0.4217E-03;   0.4383E-03;   0.4561E-03;   0.4737E-03;   0.4902E-03;   0.5053E-03;   0.5189E-03;   0.5309E-03;   0.5415E-03;   0.5507E-03;   0.5586E-03;   0.5654E-03;   0.5712E-03;   0.5760E-03;   0.5799E-03;   0.5829E-03;   0.5851E-03;   0.5866E-03;   0.4699E-03
  0.3561E-03;   0.4455E-03;   0.4463E-03;   0.4473E-03;   0.4486E-03;   0.4500E-03;   0.4515E-03;   0.4527E-03;   0.4537E-03;   0.4543E-03;   0.4543E-03;   0.4536E-03;   0.4522E-03;   0.4498E-03;   0.4466E-03;   0.4427E-03;   0.4384E-03;   0.4344E-03;   0.4316E-03;   0.4313E-03;   0.4343E-03;   0.4413E-03;   0.4518E-03;   0.4646E-03;   0.4786E-03;   0.4927E-03;   0.5063E-03;   0.5191E-03;   0.5307E-03;   0.5411E-03;   0.5504E-03;   0.5585E-03;   0.5656E-03;   0.5717E-03;   0.5769E-03;   0.5812E-03;   0.5847E-03;   0.5874E-03;   0.5894E-03;   0.5908E-03;   0.4732E-03
  0.3553E-03;   0.4447E-03;   0.4458E-03;   0.4474E-03;   0.4493E-03;   0.4515E-03;   0.4538E-03;   0.4561E-03;   0.4582E-03;   0.4601E-03;   0.4616E-03;   0.4626E-03;   0.4631E-03;   0.4629E-03;   0.4622E-03;   0.4610E-03;   0.4597E-03;   0.4588E-03;   0.4589E-03;   0.4606E-03;   0.4645E-03;   0.4709E-03;   0.4795E-03;   0.4897E-03;   0.5009E-03;   0.5123E-03;   0.5234E-03;   0.5339E-03;   0.5436E-03;   0.5525E-03;   0.5604E-03;   0.5674E-03;   0.5735E-03;   0.5788E-03;   0.5834E-03;   0.5871E-03;   0.5902E-03;   0.5926E-03;   0.5944E-03;   0.5956E-03;   0.4770E-03
  0.3541E-03;   0.4434E-03;   0.4449E-03;   0.4470E-03;   0.4497E-03;   0.4527E-03;   0.4561E-03;   0.4595E-03;   0.4630E-03;   0.4664E-03;   0.4695E-03;   0.4722E-03;   0.4746E-03;   0.4766E-03;   0.4781E-03;   0.4795E-03;   0.4807E-03;   0.4823E-03;   0.4844E-03;   0.4876E-03;   0.4922E-03;   0.4982E-03;   0.5056E-03;   0.5140E-03;   0.5230E-03;   0.5321E-03;   0.5410E-03;   0.5496E-03;   0.5575E-03;   0.5648E-03;   0.5713E-03;   0.5772E-03;   0.5823E-03;   0.5868E-03;   0.5906E-03;   0.5938E-03;   0.5964E-03;   0.5985E-03;   0.6000E-03;   0.6011E-03;   0.4812E-03
  0.3523E-03;   0.4414E-03;   0.4434E-03;   0.4461E-03;   0.4496E-03;   0.4537E-03;   0.4582E-03;   0.4630E-03;   0.4679E-03;   0.4728E-03;   0.4776E-03;   0.4822E-03;   0.4865E-03;   0.4906E-03;   0.4944E-03;   0.4980E-03;   0.5015E-03;   0.5050E-03;   0.5089E-03;   0.5133E-03;   0.5184E-03;   0.5242E-03;   0.5307E-03;   0.5377E-03;   0.5449E-03;   0.5521E-03;   0.5591E-03;   0.5658E-03;   0.5721E-03;   0.5778E-03;   0.5830E-03;   0.5877E-03;   0.5918E-03;   0.5954E-03;   0.5985E-03;   0.6011E-03;   0.6032E-03;   0.6049E-03;   0.6062E-03;   0.6070E-03;   0.4859E-03
  0.3497E-03;   0.4384E-03;   0.4409E-03;   0.4445E-03;   0.4491E-03;   0.4543E-03;   0.4601E-03;   0.4664E-03;   0.4728E-03;   0.4794E-03;   0.4859E-03;   0.4924E-03;   0.4988E-03;   0.5049E-03;   0.5108E-03;   0.5165E-03;   0.5221E-03;   0.5275E-03;   0.5329E-03;   0.5384E-03;   0.5439E-03;   0.5496E-03;   0.5553E-03;   0.5611E-03;   0.5667E-03;   0.5722E-03;   0.5775E-03;   0.5825E-03;   0.5871E-03;   0.5914E-03;   0.5952E-03;   0.5987E-03;   0.6018E-03;   0.6045E-03;   0.6068E-03;   0.6088E-03;   0.6104E-03;   0.6117E-03;   0.6127E-03;   0.6133E-03;   0.4909E-03
