  0.3458E-03;   0.4616E-03;   0.4627E-03;   0.4643E-03;   0.4663E-03;   0.4688E-03;   0.4716E-03;   0.4747E-03;   0.4781E-03;   0.4815E-03;   0.4851E-03;   0.4886E-03;   0.4920E-03;   0.4952E-03;   0.4982E-03;   0.5009E-03;   0.5031E-03;   0.5049E-03;   0.5063E-03;   0.5071E-03;   0.5074E-03;   0.5071E-03;   0.5063E-03;   0.5049E-03;   0.5031E-03;   0.5009E-03;   0.4982E-03;   0.4952E-03;   0.4920E-03;   0.4886E-03;   0.4851E-03;   0.4815E-03;   0.4781E-03;   0.4747E-03;   0.4716E-03;   0.4688E-03;   0.4663E-03;   0.4643E-03;   0.4627E-03;   0.4616E-03;   0.3458E-03
  0.4605E-03;   0.5764E-03;   0.5777E-03;   0.5798E-03;   0.5824E-03;   0.5855E-03;   0.5892E-03;   0.5931E-03;   0.5974E-03;   0.6019E-03;   0.6064E-03;   0.6109E-03;   0.6152E-03;   0.6194E-03;   0.6232E-03;   0.6266E-03;   0.6295E-03;   0.6318E-03;   0.6335E-03;   0.6345E-03;   0.6349E-03;   0.6345E-03;   0.6335E-03;   0.6318E-03;   0.6295E-03;   0.6266E-03;   0.6232E-03;   0.6194E-03;   0.6152E-03;   0.6109E-03;   0.6064E-03;   0.6019E-03;   0.5974E-03;   0.5931E-03;   0.5892E-03;   0.5855E-03;   0.5824E-03;   0.5798E-03;   0.5777E-03;   0.5764E-03;   0.4605E-03
  0.4594E-03;   0.5750E-03;   0.5765E-03;   0.5786E-03;   0.5813E-03;   0.5846E-03;   0.5884E-03;   0.5926E-03;   0.5971E-03;   0.6017E-03;   0.6064E-03;   0.6111E-03;   0.6157E-03;   0.6200E-03;   0.6240E-03;   0.6276E-03;   0.6306E-03;   0.6330E-03;   0.6348E-03;   0.6359E-03;   0.6363E-03;   0.6359E-03;   0.6348E-03;   0.6330E-03;   0.6306E-03;   0.6276E-03;   0.6240E-03;   0.6200E-03;   0.6157E-03;   0.6111E-03;   0.6064E-03;   0.6017E-03;   0.5971E-03;   0.5926E-03;   0.5884E-03;   0.5846E-03;   0.5813E-03;   0.5786E-03;   0.5765E-03;   0.5750E-03;   0.4594E-03
  0.4577E-03;   0.5730E-03;   0.5745E-03;   0.5768E-03;   0.5797E-03;   0.5833E-03;   0.5873E-03;   0.5918E-03;   0.5965E-03;   0.6015E-03;   0.6065E-03;   0.6115E-03;   0.6164E-03;   0.6210E-03;   0.6253E-03;   0.6291E-03;   0.6323E-03;   0.6349E-03;   0.6368E-03;   0.6380E-03;   0.6384E-03;   0.6380E-03;   0.6368E-03;   0.6349E-03;   0.6323E-03;   0.6291E-03;   0.6253E-03;   0.6210E-03;   0.6164E-03;   0.6115E-03;   0.6065E-03;   0.6015E-03;   0.5965E-03;   0.5918E-03;   0.5873E-03;   0.5833E-03;   0.5797E-03;   0.5768E-03;   0.5745E-03;   0.5730E-03;   0.4577E-03
  0.4554E-03;   0.5701E-03;   0.5718E-03;   0.5743E-03;   0.5775E-03;   0.5814E-03;   0.5858E-03;   0.5906E-03;   0.5958E-03;   0.6012E-03;   0.6066E-03;   0.6121E-03;   0.6173E-03;   0.6224E-03;   0.6270E-03;   0.6311E-03;   0.6346E-03;   0.6375E-03;   0.6396E-03;   0.6409E-03;   0.6413E-03;   0.6409E-03;   0.6396E-03;   0.6375E-03;   0.6346E-03;   0.6311E-03;   0.6270E-03;   0.6224E-03;   0.6173E-03;   0.6121E-03;   0.6066E-03;   0.6012E-03;   0.5958E-03;   0.5906E-03;   0.5858E-03;   0.5814E-03;   0.5775E-03;   0.5743E-03;   0.5718E-03;   0.5701E-03;   0.4554E-03
  0.4524E-03;   0.5665E-03;   0.5684E-03;   0.5711E-03;   0.5747E-03;   0.5789E-03;   0.5838E-03;   0.5891E-03;   0.5948E-03;   0.6007E-03;   0.6068E-03;   0.6127E-03;   0.6186E-03;   0.6241E-03;   0.6292E-03;   0.6338E-03;   0.6377E-03;   0.6408E-03;   0.6431E-03;   0.6446E-03;   0.6450E-03;   0.6446E-03;   0.6431E-03;   0.6408E-03;   0.6377E-03;   0.6338E-03;   0.6292E-03;   0.6241E-03;   0.6186E-03;   0.6127E-03;   0.6068E-03;   0.6007E-03;   0.5948E-03;   0.5891E-03;   0.5838E-03;   0.5789E-03;   0.5747E-03;   0.5711E-03;   0.5684E-03;   0.5665E-03;   0.4524E-03
  0.4486E-03;   0.5619E-03;   0.5640E-03;   0.5671E-03;   0.5711E-03;   0.5759E-03;   0.5813E-03;   0.5873E-03;   0.5936E-03;   0.6002E-03;   0.6069E-03;   0.6136E-03;   0.6201E-03;   0.6262E-03;   0.6319E-03;   0.6371E-03;   0.6414E-03;   0.6450E-03;   0.6476E-03;   0.6492E-03;   0.6498E-03;   0.6492E-03;   0.6476E-03;   0.6450E-03;   0.6414E-03;   0.6371E-03;   0.6319E-03;   0.6262E-03;   0.6201E-03;   0.6136E-03;   0.6069E-03;   0.6002E-03;   0.5936E-03;   0.5873E-03;   0.5813E-03;   0.5759E-03;   0.5711E-03;   0.5671E-03;   0.5640E-03;   0.5619E-03;   0.4486E-03
  0.4440E-03;   0.5562E-03;   0.5587E-03;   0.5622E-03;   0.5668E-03;   0.5722E-03;   0.5784E-03;   0.5851E-03;   0.5922E-03;   0.5996E-03;   0.6072E-03;   0.6146E-03;   0.6219E-03;   0.6289E-03;   0.6353E-03;   0.6411E-03;   0.6461E-03;   0.6501E-03;   0.6531E-03;   0.6549E-03;   0.6556E-03;   0.6549E-03;   0.6531E-03;   0.6501E-03;   0.6461E-03;   0.6411E-03;   0.6353E-03;   0.6289E-03;   0.6219E-03;   0.6146E-03;   0.6071E-03;   0.5996E-03;   0.5922E-03;   0.5851E-03;   0.5784E-03;   0.5722E-03;   0.5668E-03;   0.5622E-03;   0.5587E-03;   0.5562E-03;   0.4440E-03
  0.4384E-03;   0.5494E-03;   0.5522E-03;   0.5563E-03;   0.5616E-03;   0.5678E-03;   0.5748E-03;   0.5824E-03;   0.5905E-03;   0.5989E-03;   0.6074E-03;   0.6159E-03;   0.6241E-03;   0.6320E-03;   0.6393E-03;   0.6459E-03;   0.6516E-03;   0.6563E-03;   0.6597E-03;   0.6619E-03;   0.6626E-03;   0.6619E-03;   0.6597E-03;   0.6563E-03;   0.6516E-03;   0.6459E-03;   0.6393E-03;   0.6320E-03;   0.6241E-03;   0.6158E-03;   0.6074E-03;   0.5989E-03;   0.5905E-03;   0.5824E-03;   0.5748E-03;   0.5678E-03;   0.5616E-03;   0.5563E-03;   0.5522E-03;   0.5494E-03;   0.4384E-03
  0.4316E-03;   0.5412E-03;   0.5445E-03;   0.5493E-03;   0.5554E-03;   0.5626E-03;   0.5706E-03;   0.5794E-03;   0.5886E-03;   0.5981E-03;   0.6077E-03;   0.6173E-03;   0.6266E-03;   0.6356E-03;   0.6440E-03;   0.6516E-03;   0.6582E-03;   0.6637E-03;   0.6677E-03;   0.6702E-03;   0.6711E-03;   0.6702E-03;   0.6677E-03;   0.6637E-03;   0.6582E-03;   0.6516E-03;   0.6440E-03;   0.6356E-03;   0.6266E-03;   0.6173E-03;   0.6077E-03;   0.5981E-03;   0.5886E-03;   0.5794E-03;   0.5706E-03;   0.5626E-03;   0.5554E-03;   0.5493E-03;   0.5445E-03;   0.5412E-03;   0.4316E-03
  0.4235E-03;   0.5314E-03;   0.5353E-03;   0.5410E-03;   0.5481E-03;   0.5565E-03;   0.5658E-03;   0.5758E-03;   0.5863E-03;   0.5971E-03;   0.6080E-03;   0.6189E-03;   0.6296E-03;   0.6398E-03;   0.6495E-03;   0.6583E-03;   0.6660E-03;   0.6724E-03;   0.6772E-03;   0.6802E-03;   0.6812E-03;   0.6802E-03;   0.6772E-03;   0.6724E-03;   0.6660E-03;   0.6583E-03;   0.6495E-03;   0.6398E-03;   0.6296E-03;   0.6189E-03;   0.6080E-03;   0.5971E-03;   0.5863E-03;   0.5758E-03;   0.5658E-03;   0.5565E-03;   0.5481E-03;   0.5410E-03;   0.5353E-03;   0.5314E-03;   0.4235E-03
  0.4137E-03;   0.5196E-03;   0.5244E-03;   0.5312E-03;   0.5397E-03;   0.5494E-03;   0.5602E-03;   0.5717E-03;   0.5837E-03;   0.5960E-03;   0.6084E-03;   0.6208E-03;   0.6329E-03;   0.6447E-03;   0.6558E-03;   0.6661E-03;   0.6752E-03;   0.6828E-03;   0.6886E-03;   0.6922E-03;   0.6934E-03;   0.6922E-03;   0.6886E-03;   0.6828E-03;   0.6752E-03;   0.6661E-03;   0.6558E-03;   0.6447E-03;   0.6329E-03;   0.6208E-03;   0.6084E-03;   0.5960E-03;   0.5837E-03;   0.5717E-03;   0.5602E-03;   0.5494E-03;   0.5397E-03;   0.5312E-03;   0.5244E-03;   0.5196E-03;   0.4137E-03
  0.4020E-03;   0.5055E-03;   0.5114E-03;   0.5197E-03;   0.5299E-03;   0.5414E-03;   0.5540E-03;   0.5672E-03;   0.5809E-03;   0.5948E-03;   0.6089E-03;   0.6229E-03;   0.6367E-03;   0.6501E-03;   0.6630E-03;   0.6750E-03;   0.6858E-03;   0.6950E-03;   0.7020E-03;   0.7065E-03;   0.7080E-03;   0.7065E-03;   0.7020E-03;   0.6950E-03;   0.6858E-03;   0.6750E-03;   0.6630E-03;   0.6501E-03;   0.6367E-03;   0.6229E-03;   0.6089E-03;   0.5948E-03;   0.5809E-03;   0.5672E-03;   0.5540E-03;   0.5414E-03;   0.5299E-03;   0.5197E-03;   0.5114E-03;   0.5055E-03;   0.4020E-03
  0.3878E-03;   0.4887E-03;   0.4961E-03;   0.5064E-03;   0.5187E-03;   0.5324E-03;   0.5470E-03;   0.5622E-03;   0.5778E-03;   0.5935E-03;   0.6093E-03;   0.6251E-03;   0.6408E-03;   0.6562E-03;   0.6711E-03;   0.6852E-03;   0.6981E-03;   0.7093E-03;   0.7181E-03;   0.7238E-03;   0.7258E-03;   0.7238E-03;   0.7181E-03;   0.7093E-03;   0.6981E-03;   0.6852E-03;   0.6711E-03;   0.6562E-03;   0.6408E-03;   0.6251E-03;   0.6093E-03;   0.5935E-03;   0.5778E-03;   0.5622E-03;   0.5470E-03;   0.5324E-03;   0.5186E-03;   0.5064E-03;   0.4961E-03;   0.4887E-03;   0.3878E-03
